Name,Link,Birth Date,Height (meter),Weight (Kg),Nationalities,Total points,Per Game Point,Total Rebounds,Per Game Rebounds,Total Assists,Per Game Assists
Gus Doerner,https://en.wikipedia.org/wiki/Gus_Doerner,"February 27, 1922",1.88,86.0,,,,,,,
Michael Doleac,https://en.wikipedia.org/wiki/Michael_Doleac,1977-06-15,2.11,119.0,American,2882.0,4.9,1955.0,3.3,343.0,0.6
Joe Dolhon,https://en.wikipedia.org/wiki/Joe_Dolhon,,,,,,,,,,
Bob Doll,https://en.wikipedia.org/wiki/Bob_Doll,1919-08-10,1.96,88.0,,,,,,,
James Donaldson,https://en.wikipedia.org/wiki/James_Donaldson_(basketball),1957-08-17,2.18,125.0,"English,American",8203.0,8.6,7492.0,7.8,,
Bob Donham,https://en.wikipedia.org/wiki/Bob_Donham,1926-10-11,1.88,86.0,American,1818.0,6.7,1071.0,3.9,706.0,2.6
Billy Donovan,https://en.wikipedia.org/wiki/Billy_Donovan,1965-05-30,1.8,78.0,American,105.0,2.4,,,87.0,2.0
Harry Donovan,https://en.wikipedia.org/wiki/Harry_Donovan,1926-09-10,1.88,82.0,American,253.0,5.6,,,38.0,0.8
Keyon Dooling,https://en.wikipedia.org/wiki/Keyon_Dooling,1980-05-08,1.91,88.0,American,,,,,,
Jacky Dorsey,https://en.wikipedia.org/wiki/Jacky_Dorsey,,,,,,,,,,
Joey Dorsey,https://en.wikipedia.org/wiki/Joey_Dorsey,1983-12-16,2.06,125.0,American,,,,,,
Ron Dorsey,"https://en.wikipedia.org/wiki/Ron_Dorsey_(basketball,_born_1948)",,,,,,,,,,
Quincy Douby,https://en.wikipedia.org/wiki/Quincy_Douby,1984-05-16,1.91,79.0,American,,,,,,
Bruce Douglas,https://en.wikipedia.org/wiki/Bruce_Douglas_(basketball),1964-04-09,1.91,88.0,American,,,,,,
John Douglas,https://en.wikipedia.org/wiki/John_Douglas_(basketball),1956-06-12,1.88,77.0,American,,,,,,
Leon Douglas,https://en.wikipedia.org/wiki/Leon_Douglas,1954-08-26,2.08,104.0,American,6977.0,9.7,6098.0,8.5,768.0,1.1
Sherman Douglas,https://en.wikipedia.org/wiki/Sherman_Douglas,1966-09-15,1.83,82.0,American,8425.0,11.0,1672.0,2.2,4536.0,5.9
Toney Douglas,https://en.wikipedia.org/wiki/Toney_Douglas,1986-03-16,1.88,88.0,American,,,,,,
Sonny Dove,https://en.wikipedia.org/wiki/Sonny_Dove,1945-08-16,2.01,90.0,American,2458.0,11.1,1334.0,6.0,219.0,1.0
Jerry Dover,https://en.wikipedia.org/wiki/Jerry_Dover,,,,,,,,,,
Zabian Dowdell,https://en.wikipedia.org/wiki/Zabian_Dowdell,1984-09-10,1.91,88.0,American,,,,,,
Duck Dowell,https://en.wikipedia.org/wiki/Duck_Dowell,1912-08-14,,,,,,,,,
Bill Downey,https://en.wikipedia.org/wiki/Bill_Downey,,,,,,,,,,
Glynn Downey,https://en.wikipedia.org/wiki/Glynn_Downey,1915-09-01,1.83,82.0,American,,,,,,
Steve Downing,https://en.wikipedia.org/wiki/Steve_Downing,1950-09-09,2.03,102.0,American,,,,,,
Danny Doyle,https://en.wikipedia.org/wiki/Danny_Doyle_(basketball),1940-02-06,2.03,91.0,American,,,,,,
Terry Dozier,https://en.wikipedia.org/wiki/Terry_Dozier,,,,,,,,,,
Greg Dreiling,https://en.wikipedia.org/wiki/Greg_Dreiling,1963-11-07,2.16,113.0,American,,,,,,
Bryce Drew,https://en.wikipedia.org/wiki/Bryce_Drew,1974-09-21,1.91,83.0,American,,,,,,
John Drew,https://en.wikipedia.org/wiki/John_Drew_(basketball),1954-09-30,1.98,93.0,American,15291.0,20.7,5088.0,6.9,,
Larry Drew,https://en.wikipedia.org/wiki/Larry_Drew,1958-04-02,1.85,77.0,American,8110.0,11.4,1265.0,1.8,3702.0,5.2
Larry Drew II,https://en.wikipedia.org/wiki/Larry_Drew_II,1990-03-05,1.88,82.0,American,,,,,,
Clyde Drexler,https://en.wikipedia.org/wiki/Clyde_Drexler,1962-06-22,2.01,95.0,American,22195.0,20.4,6677.0,6.1,6125.0,5.6
Nate Driggers,https://en.wikipedia.org/wiki/Nate_Driggers,1973-10-12,1.96,98.0,American,,,,,,
Terry Driscoll,https://en.wikipedia.org/wiki/Terry_Driscoll,1947-08-28,2.01,98.0,American,1127.0,4.1,1114.0,4.1,221.0,0.8
Bob Dro,https://en.wikipedia.org/wiki/Bob_Dro,,,,,,,,,,
Predrag Drobnjak,https://en.wikipedia.org/wiki/Predrag_Drobnjak,1975-10-27,2.11,132.0,Montenegrin,,,,,,
Ralph Drollinger,https://en.wikipedia.org/wiki/Ralph_Drollinger,1954-04-20,2.18,113.0,American,,,,,,
Andre Drummond,https://en.wikipedia.org/wiki/Andre_Drummond,1993-08-10,2.11,127.0,American,,,,,,
Beryl Drummond,https://en.wikipedia.org/wiki/Beryl_Drummond,1918-06-16,1.85,84.0,American,,,,,,
Dick Duckett,https://en.wikipedia.org/wiki/Dick_Duckett,1933-03-25,1.85,84.0,American,,,,,,
Kevin Duckworth,https://en.wikipedia.org/wiki/Kevin_Duckworth,1964-04-01,2.13,125.0,American,8085.0,11.8,3945.0,5.8,598.0,0.9
Charles Dudley,https://en.wikipedia.org/wiki/Charles_Dudley_(basketball),1950-03-09,1.88,82.0,American,1908.0,5.3,1089.0,3.0,1230.0,3.4
Chris Dudley,https://en.wikipedia.org/wiki/Chris_Dudley,,,,,,,,,,
Jared Dudley,https://en.wikipedia.org/wiki/Jared_Dudley,1985-07-10,2.01,102.0,American,,,,,,
Terry Duerod,https://en.wikipedia.org/wiki/Terry_Duerod,1956-07-29,1.88,82.0,American,,,,,,
Bob Duffy,"https://en.wikipedia.org/wiki/Bob_Duffy_(basketball,_born_1922)","July 5, 1922",1.93,79.0,American,19.0,1.1,,,,
Bob Duffy,"https://en.wikipedia.org/wiki/Bob_Duffy_(basketball,_born_1940)",1940-09-26,1.91,84.0,American,400.0,4.3,104.0,1.1,167.0,1.8
Jack Dugger,https://en.wikipedia.org/wiki/Jack_Dugger,,1.91,104.0,,,,,,,
Chris Duhon,https://en.wikipedia.org/wiki/Chris_Duhon,1982-08-31,1.85,86.0,American,3946.0,6.5,1364.0,2.3,2690.0,4.4
Duje Dukan,https://en.wikipedia.org/wiki/Duje_Dukan,1991-12-04,2.08,99.0,"Croatian,American",,,,,,
Walter Dukes,https://en.wikipedia.org/wiki/Walter_Dukes,1930-06-23,2.13,100.0,American,5765.0,10.4,6223.0,11.3,608.0,1.1
Joe Dumars,https://en.wikipedia.org/wiki/Joe_Dumars,1963-05-24,1.91,86.0,American,16401.0,16.1,,,4612.0,4.5
Rich Dumas,https://en.wikipedia.org/wiki/Rich_Dumas,,,,,,,,,,
Richard Dumas,https://en.wikipedia.org/wiki/Richard_Dumas,1969-05-19,2.01,91.0,American,1080.0,10.6,351.0,3.4,,
Tony Dumas,https://en.wikipedia.org/wiki/Tony_Dumas,1972-08-25,1.98,86.0,American,1140.0,7.3,198.0,1.3,186.0,1.2
Andy Duncan,https://en.wikipedia.org/wiki/Andy_Duncan_(basketball),1922-04-17,1.98,88.0,American,746.0,5.5,30.0,2.1,101.0,0.7
Tim Duncan,https://en.wikipedia.org/wiki/Tim_Duncan,1976-04-25,2.11,113.0,American,26496.0,19.0,15091.0,10.8,4225.0,3.0
Kris Dunn,https://en.wikipedia.org/wiki/Kris_Dunn,1994-03-18,1.93,93.0,American,,,,,,
Pat Dunn,https://en.wikipedia.org/wiki/Pat_Dunn_(basketball),1931-03-17,1.88,77.0,American,70.0,2.5,31.0,1.1,28.0,1.0
Ronald Dupree,https://en.wikipedia.org/wiki/Ronald_Dupree,1981-01-26,2.01,95.0,American,555.0,3.5,339.0,2.2,100.0,0.6
Kevin Durant,https://en.wikipedia.org/wiki/Kevin_Durant,1988-09-29,2.06,109.0,American,,,,,,
John Duren,https://en.wikipedia.org/wiki/John_Duren,1958-10-30,1.91,88.0,American,,,,,,
Jarrett Durham,https://en.wikipedia.org/wiki/Jarrett_Durham,1949-08-22,1.96,85.0,American,,,,,,
Pat Durham,https://en.wikipedia.org/wiki/Pat_Durham,1967-03-10,2.01,,American,,,,,,
Devin Durrant,https://en.wikipedia.org/wiki/Devin_Durrant,1960-10-20,2.01,91.0,American,,,,,,
Ken Durrett,https://en.wikipedia.org/wiki/Ken_Durrett,1948-12-08,2.01,86.0,American,,,,,,
Dennis DuVal,https://en.wikipedia.org/wiki/Dennis_DuVal,1952-03-31,1.91,79.0,American,,,,,,
Jack Dwan,https://en.wikipedia.org/wiki/Jack_Dwan,1921-05-03,1.93,91.0,American,,,,,,
Craig Dykema,https://en.wikipedia.org/wiki/Craig_Dykema,1959-06-11,2.03,86.0,American,,,,,,
Gene Dyker,https://en.wikipedia.org/wiki/Gene_Dyker,1930-02-17,1.98,102.0,,,,,,,
Bob Dykstra,https://en.wikipedia.org/wiki/Bob_Dykstra,1922-05-31,2.06,104.0,American,,,,,,
Jerome Dyson,https://en.wikipedia.org/wiki/Jerome_Dyson,1987-05-01,1.91,82.0,American,,,,,,
Bob Naber,https://en.wikipedia.org/wiki/Bob_Naber,,,,,,,,,,
Jerry Nagel,https://en.wikipedia.org/wiki/Jerry_Nagel,1928-05-18,1.83,86.0,American,13.0,0.9,,,18.0,1.3
Jake Nagode,https://en.wikipedia.org/wiki/Jake_Nagode,1915-07-11,1.88,77.0,American,,,,,,
Fritz Nagy,https://en.wikipedia.org/wiki/Fritz_Nagy,1924-01-03,1.88,84.0,American,253.0,5.1,,,68.0,1.4
Lee Nailon,https://en.wikipedia.org/wiki/Lee_Nailon,1975-02-22,2.06,109.0,American,,,,,,
Larry Nance,https://en.wikipedia.org/wiki/Larry_Nance,1959-02-12,2.08,93.0,American,15687.0,17.1,7067.0,8.0,,
Shabazz Napier,https://en.wikipedia.org/wiki/Shabazz_Napier,1991-07-14,1.85,79.0,"American,Puerto Rican",,,,,,
Paul Napolitano,https://en.wikipedia.org/wiki/Paul_Napolitano,1923-02-03,1.88,84.0,American,,,,,,
Bob Nash,https://en.wikipedia.org/wiki/Bob_Nash_(basketball),1950-08-24,2.03,88.0,American,,,,,,
Cotton Nash,https://en.wikipedia.org/wiki/Cotton_Nash,1942-07-24,1.96,98.0,American,470.0,5.6,273.0,3.3,65.0,0.8
Steve Nash,https://en.wikipedia.org/wiki/Steve_Nash,1974-02-07,1.91,82.0,Canadian,17387.0,14.3,3642.0,3.0,10335.0,8.5
Swen Nater,https://en.wikipedia.org/wiki/Swen_Nater,1950-01-14,2.11,109.0,Dutch,8980.0,12.4,8340.0,11.6,1235.0,1.7
Howard Nathan,https://en.wikipedia.org/wiki/Howard_Nathan,,,,,,,,,,
Calvin Natt,https://en.wikipedia.org/wiki/Calvin_Natt,1957-01-08,1.98,100.0,American,10291.0,17.2,4070.0,6.8,1306.0,2.2
Kenny Natt,https://en.wikipedia.org/wiki/Kenny_Natt,1958-10-05,1.91,84.0,American,,,,,,
Willie Naulls,https://en.wikipedia.org/wiki/Willie_Naulls,1934-10-07,1.98,102.0,American,11305.0,15.8,6508.0,9.1,1114.0,1.6
Juan Carlos Navarro,https://en.wikipedia.org/wiki/Juan_Carlos_Navarro_(basketball),1980-06-13,1.93,91.0,Spanish,,,,,,
Maurice Ndour,https://en.wikipedia.org/wiki/Maurice_Ndour,1992-06-18,2.06,91.0,Senegalese,,,,,,
Craig Neal,https://en.wikipedia.org/wiki/Craig_Neal,1964-02-16,1.96,75.0,American,,,,,,
Gary Neal,https://en.wikipedia.org/wiki/Gary_Neal,1984-10-03,1.93,95.0,American,,,,,,
Jim Neal,https://en.wikipedia.org/wiki/Jim_Neal_(basketball),1930-05-21,2.11,107.0,American,,,,,,
Lloyd Neal,https://en.wikipedia.org/wiki/Lloyd_Neal,1950-12-10,2.01,102.0,American,4846.0,11.1,3370.0,7.7,632.0,1.5
Ed Nealy,https://en.wikipedia.org/wiki/Ed_Nealy,1960-02-19,2.01,108.0,American,,,,,,
Lyle Neat,https://en.wikipedia.org/wiki/Lyle_Neat,,,,,,,,,,
Al Negratti,https://en.wikipedia.org/wiki/Al_Negratti,1921-06-12,,,,,,,,,
George Nelmark,https://en.wikipedia.org/wiki/George_Nelmark,1917-05-09,1.85,82.0,American,,,,,,
Barry Nelson,https://en.wikipedia.org/wiki/Barry_Nelson_(basketball),1949-09-19,2.08,104.0,,,,,,,
DeMarcus Nelson,https://en.wikipedia.org/wiki/DeMarcus_Nelson,1985-11-02,1.93,91.0,"American,Serbian",,,,,,
Don Nelson,https://en.wikipedia.org/wiki/Don_Nelson,1940-05-15,1.98,95.0,American,10898.0,10.3,5192.0,4.9,1526.0,1.4
Jameer Nelson,https://en.wikipedia.org/wiki/Jameer_Nelson,1982-02-09,1.83,86.0,American,,,,,,
Louie Nelson,https://en.wikipedia.org/wiki/Louie_Nelson,1951-05-28,1.91,86.0,American,,,,,,
Ron Nelson,https://en.wikipedia.org/wiki/Ron_Nelson_(basketball),1946-10-07,1.88,79.0,American,,,,,,
Ruben Nembhard,https://en.wikipedia.org/wiki/Ruben_Nembhard,,,,,,,,,,
Dick Nemelka,https://en.wikipedia.org/wiki/Dick_Nemelka,1943-10-01,1.83,79.0,American,,,,,,
Tyrone Nesby,https://en.wikipedia.org/wiki/Tyrone_Nesby,1976-01-31,1.98,102.0,American,2431.0,9.5,941.0,3.7,370.0,1.5
Martin Nessley,https://en.wikipedia.org/wiki/Martin_Nessley,1965-02-16,2.18,118.0,American,,,,,,
Raulzinho Neto,https://en.wikipedia.org/wiki/Raulzinho_Neto,1992-05-19,1.85,81.0,Brazilian,,,,,,
Bob Netolicky,https://en.wikipedia.org/wiki/Bob_Netolicky,1942-08-02,2.06,100.0,American,9876.0,16.0,5518.0,8.9,848.0,1.4
Bobby Neu,https://en.wikipedia.org/wiki/Bobby_Neu,1917-06-28,,,American,,,,,,
Johnny Neumann,https://en.wikipedia.org/wiki/Johnny_Neumann,1951-09-11,1.98,91.0,American,6022.0,13.2,1234.0,2.7,1345.0,3.0
Paul Neumann,https://en.wikipedia.org/wiki/Paul_Neumann_(basketball),1938-01-30,1.85,79.0,American,4989.0,11.0,1318.0,2.9,1453.0,3.2
Chuck Nevitt,https://en.wikipedia.org/wiki/Chuck_Nevitt,1959-06-13,2.26,98.0,American,,,,,,
Melvin Newbern,https://en.wikipedia.org/wiki/Melvin_Newbern,1967-06-11,1.93,91.0,American,,,,,,
Ivano Newbill,https://en.wikipedia.org/wiki/Ivano_Newbill,1970-12-12,2.06,111.0,American,,,,,,
Ira Newble,https://en.wikipedia.org/wiki/Ira_Newble,1975-01-20,2.01,107.0,American,,,,,,
Mike Newlin,https://en.wikipedia.org/wiki/Mike_Newlin,1949-01-02,1.93,91.0,American,12507.0,14.9,2494.0,3.0,3364.0,4.0
Johnny Newman,https://en.wikipedia.org/wiki/Johnny_Newman,1963-11-28,2.01,86.0,American,12740.0,11.0,2536.0,2.2,1688.0,1.5
Dave Newmark,https://en.wikipedia.org/wiki/Dave_Newmark,1946-09-11,2.13,109.0,American,1003.0,5.7,678.0,3.9,128.0,0.7
Bill Newton,https://en.wikipedia.org/wiki/Bill_Newton_(basketball),1950-12-20,2.06,100.0,American,,,,,,
Georges Niang,https://en.wikipedia.org/wiki/Georges_Niang,1993-06-17,2.03,104.0,"American,Senegalese",,,,,,
Demetris Nichols,https://en.wikipedia.org/wiki/Demetris_Nichols,1984-09-04,2.03,96.0,American,,,,,,
Jack Nichols,https://en.wikipedia.org/wiki/Jack_Nichols_(basketball),1926-04-09,2.01,101.0,American,5245.0,10.4,2782.0,6.9,964.0,1.9
Andrew Nicholson,https://en.wikipedia.org/wiki/Andrew_Nicholson_(basketball),1989-12-08,2.06,113.0,Canadian,,,,,,
Gaylon Nickerson,https://en.wikipedia.org/wiki/Gaylon_Nickerson,1969-02-05,1.91,86.0,American,15.0,3.8,5.0,1.3,1.0,0.3
Carl Nicks,https://en.wikipedia.org/wiki/Carl_Nicks_(basketball),1958-10-06,1.85,79.0,American,,,,,,
Rich Niemann,https://en.wikipedia.org/wiki/Rich_Niemann,1946-07-02,2.13,111.0,,,,,,,
Richie Niemiera,https://en.wikipedia.org/wiki/Richie_Niemiera,,,,,,,,,,
Mike Niles,https://en.wikipedia.org/wiki/Mike_Niles,1955-03-31,1.98,102.0,American,,,,,,
Kurt Nimphius,https://en.wikipedia.org/wiki/Kurt_Nimphius,1958-03-13,2.08,99.0,American,3602.0,6.4,2474.0,4.4,,
Tommy Nisbet,https://en.wikipedia.org/wiki/Tommy_Nisbet,1916-05-31,1.78,75.0,American,,,,,,
Dyron Nix,https://en.wikipedia.org/wiki/Dyron_Nix,1967-02-11,2.01,95.0,American,,,,,,
Norm Nixon,https://en.wikipedia.org/wiki/Norm_Nixon,1955-10-11,1.88,77.0,American,12065.0,15.7,,,6386.0,8.3
Joakim Noah,https://en.wikipedia.org/wiki/Joakim_Noah,1985-02-25,2.11,104.0,,,,,,,
Chuck Noble,https://en.wikipedia.org/wiki/Chuck_Noble,1931-07-24,1.93,86.0,American,3276.0,8.0,1075.0,2.6,1344.0,3.3
David Noel,https://en.wikipedia.org/wiki/David_Noel,1984-02-27,1.98,104.0,American,,,,,,
Nerlens Noel,https://en.wikipedia.org/wiki/Nerlens_Noel,1994-04-10,2.11,103.0,American,,,,,,
Paul Noel,https://en.wikipedia.org/wiki/Paul_Noel,1924-08-04,1.93,84.0,American,,,,,,
Lucas Nogueira,https://en.wikipedia.org/wiki/Lucas_Nogueira,1992-07-26,2.13,100.0,Brazilian,,,,,,
Jim Nolan,https://en.wikipedia.org/wiki/Jim_Nolan_(basketball),"June 9, 1927",2.03,95.0,American,8.0,1.6,,,4.0,0.8
Paul Nolen,https://en.wikipedia.org/wiki/Paul_Nolen,"September 3, 1929",2.08,,American,,,,,,
Jeff Nordgaard,https://en.wikipedia.org/wiki/Jeff_Nordgaard,1973-02-23,2.01,102.0,"American,Polish",,,,,,
Bevo Nordmann,https://en.wikipedia.org/wiki/Bevo_Nordmann,1939-12-11,2.08,102.0,American,571.0,4.3,517.0,3.9,73.0,0.5
Irv Noren,https://en.wikipedia.org/wiki/Irv_Noren,,,,,,,,,,
Johnny Norlander,https://en.wikipedia.org/wiki/Johnny_Norlander,,,,,,,,,,
Coniel Norman,https://en.wikipedia.org/wiki/Coniel_Norman,1953-09-24,1.91,79.0,American,,,,,,
Ken Norman,https://en.wikipedia.org/wiki/Ken_Norman,1964-09-05,2.03,98.0,American,8717.0,13.5,3949.0,6.1,1355.0,2.1
Audie Norris,https://en.wikipedia.org/wiki/Audie_Norris,1960-12-18,2.06,104.0,American,,,,,,
Moochie Norris,https://en.wikipedia.org/wiki/Moochie_Norris,1973-07-27,1.85,79.0,American,2272.0,5.1,868.0,2.0,1233.0,2.8
Sylvester Norris,https://en.wikipedia.org/wiki/Sylvester_Norris_(basketball),1957-02-18,2.11,100.0,American,,,,,,
Willie Norwood,https://en.wikipedia.org/wiki/Willie_Norwood_(basketball),1947-08-08,2.01,100.0,American,3209.0,7.5,1597.0,3.7,364.0,0.8
George Nostrand,https://en.wikipedia.org/wiki/George_Nostrand,,,,,,,,,,
Stan Noszka,https://en.wikipedia.org/wiki/Stan_Noszka,"September 19, 1920",,,,,,,,,
Mike Novak,https://en.wikipedia.org/wiki/Mike_Novak,1915-04-23,2.06,99.0,American,,,,,,
Steve Novak,https://en.wikipedia.org/wiki/Steve_Novak,,2.08,102.0,American,,,,,,
John Novotny,https://en.wikipedia.org/wiki/John_Novotny,1918-01-29,1.78,75.0,American,,,,,,
Paul Nowak,https://en.wikipedia.org/wiki/Paul_Nowak_(basketball),"March 14, 1914",1.96,95.0,American,,,,,,
Mel Nowell,https://en.wikipedia.org/wiki/Mel_Nowell,1939-12-27,1.88,77.0,American,963.0,8.4,260.0,2.3,239.0,2.1
Dirk Nowitzki,https://en.wikipedia.org/wiki/Dirk_Nowitzki,1978-06-19,2.13,111.0,German,,,,,,
James Nunnally,https://en.wikipedia.org/wiki/James_Nunnally,1990-07-14,2.01,90.0,American,,,,,,
Dennis Nutt,https://en.wikipedia.org/wiki/Dennis_Nutt,1963-03-25,1.88,77.0,American,,,,,,
David Nwaba,https://en.wikipedia.org/wiki/David_Nwaba,1993-01-14,1.93,95.0,American,,,,,,
Julius Nwosu,https://en.wikipedia.org/wiki/Julius_Nwosu,1971-01-05,2.08,116.0,Nigerian,,,,,,
Charles Oakley,https://en.wikipedia.org/wiki/Charles_Oakley,1963-12-18,2.03,111.0,American,12417.0,9.7,12205.0,9.5,3217.0,2.5
Fabricio Oberto,https://en.wikipedia.org/wiki/Fabricio_Oberto,1975-03-21,2.08,116.0,"Argentine,Italian",,,,,,
Daniel Ochefu,https://en.wikipedia.org/wiki/Daniel_Ochefu,1993-12-15,2.11,111.0,American,,,,,,
Russ Ochsenhirt,https://en.wikipedia.org/wiki/Russ_Ochsenhirt,,,,,,,,,,
Greg Oden,https://en.wikipedia.org/wiki/Greg_Oden,1988-01-22,2.13,124.0,American,,,,,,
Lamar Odom,https://en.wikipedia.org/wiki/Lamar_Odom,1979-11-06,2.08,104.0,American,,,,,,
Bud Ogden,https://en.wikipedia.org/wiki/Bud_Ogden,1946-12-29,1.98,98.0,American,257.0,3.5,106.0,1.4,48.0,0.6
Ralph Ogden,https://en.wikipedia.org/wiki/Ralph_Ogden,1948-01-25,1.96,93.0,American,,,,,,
Alan Ogg,https://en.wikipedia.org/wiki/Alan_Ogg,1967-07-05,2.18,109.0,American,,,,,,
Don Ohl,https://en.wikipedia.org/wiki/Don_Ohl,1936-04-18,1.91,86.0,American,11549.0,15.9,2163.0,3.0,2243.0,3.1
Tim Ohlbrecht,https://en.wikipedia.org/wiki/Tim_Ohlbrecht,1988-08-30,2.11,116.0,German,,,,,,
Emeka Okafor,https://en.wikipedia.org/wiki/Emeka_Okafor,1982-09-28,2.08,116.0,American,,,,,,
Jahlil Okafor,https://en.wikipedia.org/wiki/Jahlil_Okafor,1995-12-15,2.11,125.0,American,,,,,,
Mehmet Okur,https://en.wikipedia.org/wiki/Mehmet_Okur,1979-05-26,2.11,113.0,Turkish,8561.0,13.5,4436.0,7.0,1089.0,1.7
Victor Oladipo,https://en.wikipedia.org/wiki/Victor_Oladipo,1992-05-04,1.93,95.0,American,,,,,,
Hakeem Olajuwon,https://en.wikipedia.org/wiki/Hakeem_Olajuwon,1963-01-21,2.13,116.0,"Nigerian,American",26946.0,21.8,13747.0,11.1,,
Mark Olberding,https://en.wikipedia.org/wiki/Mark_Olberding,,,,,,,,,,
Jawann Oldham,https://en.wikipedia.org/wiki/Jawann_Oldham,1957-07-04,2.13,98.0,American,1455.0,4.4,1353.0,4.1,,
John Oldham,https://en.wikipedia.org/wiki/John_Oldham_(basketball),1923-06-22,1.91,79.0,American,926.0,7.3,242.0,3.6,226.0,1.8
Frank Oleynick,https://en.wikipedia.org/wiki/Frank_Oleynick,1955-02-20,1.88,84.0,American,,,,,,
John Olive,https://en.wikipedia.org/wiki/John_Olive,1955-03-01,2.01,95.0,American,,,,,,
Brian Oliver,"https://en.wikipedia.org/wiki/Brian_Oliver_(basketball,_born_1968)",1968-06-01,1.93,95.0,"American,Italian",389.0,3.3,123.0,1.0,114.0,1.0
Dean Oliver,https://en.wikipedia.org/wiki/Dean_Oliver_(basketball_player),1978-11-05,1.8,82.0,American,,,,,,
Jimmy Oliver,https://en.wikipedia.org/wiki/Jimmy_Oliver,1969-07-12,1.96,93.0,American,,,,,,
Vince Oliver,https://en.wikipedia.org/wiki/Vince_Oliver,1915-12-28,1.8,82.0,American,,,,,,
Kevin Ollie,https://en.wikipedia.org/wiki/Kevin_Ollie,1972-12-27,1.88,88.0,American,,,,,,
Gene Ollrich,https://en.wikipedia.org/wiki/Gene_Ollrich,1922-06-30,1.8,73.0,American,,,,,,
Michael Olowokandi,https://en.wikipedia.org/wiki/Michael_Olowokandi,1975-04-03,2.13,122.0,,4135.0,8.3,3414.0,6.8,,
Bud Olsen,https://en.wikipedia.org/wiki/Bud_Olsen,1940-07-25,2.03,100.0,American,1935.0,4.3,1485.0,3.3,542.0,1.2
Kelly Olynyk,https://en.wikipedia.org/wiki/Kelly_Olynyk,1991-04-19,2.13,108.0,Canadian,,,,,,
Arinze Onuaku,https://en.wikipedia.org/wiki/Arinze_Onuaku,1987-07-13,2.06,125.0,American,,,,,,
Chinanu Onuaku,https://en.wikipedia.org/wiki/Chinanu_Onuaku,1996-11-01,2.08,111.0,American,,,,,,
Bernard Opper,https://en.wikipedia.org/wiki/Bernard_Opper,1915-09-01,1.83,84.0,American,,,,,,
Eddie Oram,https://en.wikipedia.org/wiki/Eddie_Oram,1914-10-05,1.91,79.0,American,,,,,,
Barry Orms,https://en.wikipedia.org/wiki/Barry_Orms,1946-05-01,1.91,86.0,American,882.0,6.3,505.0,3.6,181.0,1.3
Johnny Orr,"https://en.wikipedia.org/wiki/Johnny_Orr_(basketball,_born_1918)",,1.83,84.0,American,,,,,,
Johnny Orr,"https://en.wikipedia.org/wiki/Johnny_Orr_(basketball,_born_1927)",1927-06-10,,,,,,,,,
Louis Orr,https://en.wikipedia.org/wiki/Louis_Orr,1958-05-07,2.03,79.0,American,,,,,,
Daniel Orton,https://en.wikipedia.org/wiki/Daniel_Orton,1990-08-06,2.08,120.0,American,,,,,,
Chuck Osborne,https://en.wikipedia.org/wiki/Chuck_Osborne,1939-01-21,1.98,95.0,American,,,,,,
Wally Osterkorn,https://en.wikipedia.org/wiki/Wally_Osterkorn,1928-07-06,1.96,98.0,American,1436.0,7.0,1218.0,6.0,346.0,1.7
Greg Ostertag,https://en.wikipedia.org/wiki/Greg_Ostertag,1973-03-06,2.18,127.0,American,3512.0,4.6,4145.0,5.5,,
Matt Othick,https://en.wikipedia.org/wiki/Matt_Othick,1969-03-18,1.88,88.0,American,,,,,,
Don Otten,https://en.wikipedia.org/wiki/Don_Otten,1921-04-18,2.08,109.0,American,2294.0,10.5,928.0,6.0,297.0,1.4
Mac Otten,https://en.wikipedia.org/wiki/Mac_Otten,1925-12-16,2.01,100.0,American,142.0,2.4,,,36.0,0.6
Bo Outlaw,https://en.wikipedia.org/wiki/Bo_Outlaw,1971-04-13,2.03,100.0,American,4970.0,5.4,4437.0,4.9,1441.0,1.6
Travis Outlaw,https://en.wikipedia.org/wiki/Travis_Outlaw,1984-09-18,2.06,100.0,American,,,,,,
Claude Overton,https://en.wikipedia.org/wiki/Claude_Overton,"December 16, 1927",1.88,88.0,American,,,,,,
Doug Overton,https://en.wikipedia.org/wiki/Doug_Overton,1969-08-03,1.91,86.0,American,2253.0,4.5,654.0,1.3,1038.0,2.1
Andre Owens,https://en.wikipedia.org/wiki/Andre_Owens,1980-10-31,1.93,91.0,American,,,,,,
Billy Owens,https://en.wikipedia.org/wiki/Billy_Owens,1969-05-01,2.03,100.0,American,7026.0,11.7,4016.0,6.7,1704.0,2.8
Chris Owens,https://en.wikipedia.org/wiki/Chris_Owens_(basketball),1979-03-01,2.03,113.0,American,,,,,,
Eddie Owens,https://en.wikipedia.org/wiki/Eddie_Owens,1953-12-26,2.01,95.0,American,,,,,,
Jim Owens,"https://en.wikipedia.org/wiki/Jim_Owens_(basketball,_born_1950)",1950-05-01,1.96,91.0,American,,,,,,
Keith Owens,https://en.wikipedia.org/wiki/Keith_Owens,1969-05-31,2.03,102.0,American,,,,,,
Larry Owens,https://en.wikipedia.org/wiki/Larry_Owens,1983-01-08,2.01,95.0,American,,,,,,
Red Owens,https://en.wikipedia.org/wiki/Red_Owens,,,,,,,,,,
Tom Owens,https://en.wikipedia.org/wiki/Tom_Owens,1949-06-28,2.08,98.0,American,9898.0,11.3,5985.0,6.8,1533.0,1.7
